ONTOLOGY,ID,Description,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,GeneRatio,neg_log10_pvalue
BP,GO:0006457,protein folding,212/18723,3.3439652242e-06,0.0116436869106714,0.0102078938423009,HSP90AB1/HSPB1/HSP90B1/FKBP5/PRDX4/PDIA3/HSPA5/CRTAP/CCT3/LMAN1/HSPD1/ST13/HSPA8/VBP1,14,14/276,5.475738247685347
BP,GO:0006979,response to oxidative stress,446/18723,1.11277903733e-05,0.0157522984627379,0.0138098689627679,GPX3/HSPB1/ARL6IP5/PRDX4/APOE/FBLN5/RACK1/SOD3/SOD1/NONO/SOD2/HSPD1/TXNIP/APEX1/C19orf12/PSMB5/SIN3A/APOD/PDGFRA/RBX1,20,20/276,4.9535910642324525
BP,GO:1901215,negative regulation of neuron death,208/18723,1.35717677737e-05,0.0157522984627379,0.0138098689627679,SERPINF1/HSP90AB1/APOE/RHOA/RACK1/NENF/SOD1/NONO/SOD2/HSPD1/MDK/SNX6/EIF4G1,13,13/276,4.8673635801692345
BP,GO:0098869,cellular oxidant detoxification,101/18723,1.84500560147e-05,0.0160607737608433,0.0140803059059964,GPX3/SELENOW/PRDX4/APOE/MGST3/FBLN5/SOD3/SOD1/SOD2,9,9/276,4.734002310977106
BP,GO:0008380,RNA splicing,434/18723,2.57688333217e-05,0.0179454155252507,0.015732550870107,PABPC1/THRAP3/SRSF11/CLK4/DDX5/RBM39/NPM1/HNRNPA1/NCBP1/SF3B5/SNRPA1/NONO/THOC1/HSPA8/WBP4/SON/LGALS3/SNRPD2/FUS,19,19/276,4.588905243591805
BP,GO:0035437,maintenance of protein localization in endoplasmic reticulum,14/18723,4.11670019264e-05,0.0201159428546412,0.0176354286037847,HSPA5/GPAA1/KDELR2/KDELR1,4,4/276,4.385450760260999
BP,GO:0098760,response to interleukin-7,15/18723,5.54872031135e-05,0.0201159428546412,0.0176354286037847,HMGB1/PDIA3/HSPD1/STIP1,4,4/276,4.25580716567036
BP,GO:0098761,cellular response to interleukin-7,15/18723,5.54872031135e-05,0.0201159428546412,0.0176354286037847,HMGB1/PDIA3/HSPD1/STIP1,4,4/276,4.25580716567036
BP,GO:1990748,cellular detoxification,116/18723,5.55893374481e-05,0.0201159428546412,0.0176354286037847,GPX3/SELENOW/PRDX4/APOE/MGST3/FBLN5/SOD3/SOD1/SOD2,9,9/276,4.255008502150483
BP,GO:0052547,regulation of peptidase activity,461/18723,5.82066470081e-05,0.0201159428546412,0.0176354286037847,SERPINF1/CST3/SERPING1/HMGB1/TIMP1/C3/ARL6IP5/CTSH/A2M/RHOA/CAV1/CSTB/RACK1/DPEP1/EFNA1/HSPD1/F3/PI16/ASPH,19,19/276,4.235027417513281
BP,GO:0006413,translational initiation,118/18723,6.35483547963e-05,0.0201159428546412,0.0176354286037847,HSPB1/EIF4A2/EIF3I/NPM1/NCBP1/EIF2A/POLR2D/EIF1/EIF4G1,9,9/276,4.196895688416618
BP,GO:0043484,regulation of RNA splicing,148/18723,7.02956111518e-05,0.0203974431692277,0.0178822168719611,THRAP3/CLK4/DDX5/RBM39/NPM1/HNRNPA1/NCBP1/HSPA8/SON/FUS,10,10/276,4.153071788949669
BP,GO:0098754,detoxification,152/18723,8.7907648849e-05,0.02323229239645,0.0203674983976858,GPX3/SELENOW/PRDX4/APOE/MGST3/FBLN5/MT1X/SOD3/SOD1/SOD2,10,10/276,4.055973335297193
BP,GO:0097237,cellular response to toxic substance,124/18723,9.34095616169e-05,0.02323229239645,0.0203674983976858,GPX3/SELENOW/PRDX4/APOE/MGST3/FBLN5/SOD3/SOD1/SOD2,9,9/276,4.02960866611554
BP,GO:1903311,regulation of mRNA metabolic process,288/18723,0.000101447255738,0.0235492896320036,0.020645406430911,PABPC1/THRAP3/DDX5/RBM39/NPM1/HNRNPA1/NCBP1/CNOT2/PAF1/POLR2D/APEX1/HSPA8/SON/FUS,14,14/276,3.99375969662436
BP,GO:0000302,response to reactive oxygen species,222/18723,0.0001181804516522,0.0250508019391277,0.021961765961326,APOE/FBLN5/RACK1/SOD3/SOD1/SOD2/HSPD1/TXNIP/APEX1/APOD/PDGFRA/RBX1,12,12/276,3.9274543546027276
BP,GO:0048024,"regulation of mRNA splicing, via spliceosome",101/18723,0.0001246208320106,0.0250508019391277,0.021961765961326,THRAP3/DDX5/RBM39/NPM1/HNRNPA1/NCBP1/HSPA8/SON,8,8/276,3.9044093535755096
BP,GO:0048193,Golgi vesicle transport,296/18723,0.0001352924415328,0.0250508019391277,0.021961765961326,PITPNB/SEC31A/TAPBP/RACK1/VAMP5/ERGIC3/KRT18/LMAN1/RAB34/KDELR2/SEC13/ARF1/SNX3/KDELR1,14,14/276,3.868726465725292
BP,GO:0009636,response to toxic substance,262/18723,0.0001461260584423,0.0250508019391277,0.021961765961326,GPX3/UBA52/SELENOW/ASS1/PRDX4/APOE/EPHX1/MGST3/FBLN5/MT1X/SOD3/SOD1/SOD2,13,13/276,3.8352723300714344
BP,GO:0002253,activation of immune response,375/18723,0.0001509713733145,0.0250508019391277,0.021961765961326,C1R/C7/SERPING1/HMGB1/SPG21/C3/C1S/CFD/A2M/HLA-A/NONO/THY1/PHPT1/PSPC1/SIN3A/LGALS3,16,16/276,3.821105394363582
BP,GO:0030198,extracellular matrix organization,301/18723,0.0001610837968123,0.0250508019391277,0.021961765961326,CST3/PRDX4/CRISPLD2/CCDC80/CAV1/FBLN5/P4HA1/SMOC2/CRTAP/AEBP1/FBLN2/DPT/PDGFRA/EGFLAM,14,14/276,3.7929481424418254
BP,GO:0006446,regulation of translational initiation,79/18723,0.0001643402199828,0.0250508019391277,0.021961765961326,HSPB1/EIF4A2/NPM1/NCBP1/POLR2D/EIF1/EIF4G1,7,7/276,3.784256136023389
BP,GO:0043062,extracellular structure organization,302/18723,0.0001667231766927,0.0250508019391277,0.021961765961326,CST3/PRDX4/CRISPLD2/CCDC80/CAV1/FBLN5/P4HA1/SMOC2/CRTAP/AEBP1/FBLN2/DPT/PDGFRA/EGFLAM,14,14/276,3.778004023386767
BP,GO:0045229,external encapsulating structure organization,304/18723,0.0001785157342793,0.0250508019391277,0.021961765961326,CST3/PRDX4/CRISPLD2/CCDC80/CAV1/FBLN5/P4HA1/SMOC2/CRTAP/AEBP1/FBLN2/DPT/PDGFRA/EGFLAM,14,14/276,3.7483234993863777
BP,GO:0045765,regulation of angiogenesis,342/18723,0.0001798592902005,0.0250508019391277,0.021961765961326,SERPINF1/HMGB1/GLUL/HSPB1/C3/CTSH/MYDGF/PKM/RRAS/SFRP1/SMOC2/RNH1/EFNA1/F3/MDK,15,15/276,3.745067124825675
BP,GO:0050684,regulation of mRNA processing,137/18723,0.000199770418093,0.0267538690692319,0.0234548264157842,THRAP3/DDX5/RBM39/NPM1/HNRNPA1/NCBP1/PAF1/HSPA8/SON,9,9/276,3.699468821466069
BP,GO:1901342,regulation of vasculature development,348/18723,0.0002170212113821,0.0279876984456513,0.0245365112283892,SERPINF1/HMGB1/GLUL/HSPB1/C3/CTSH/MYDGF/PKM/RRAS/SFRP1/SMOC2/RNH1/EFNA1/F3/MDK,15,15/276,3.663497816676812
BP,GO:0052548,regulation of endopeptidase activity,432/18723,0.0002462047036302,0.0306173135014447,0.0268418661852504,SERPINF1/CST3/SERPING1/HMGB1/TIMP1/C3/ARL6IP5/CTSH/A2M/RHOA/CSTB/RACK1/DPEP1/EFNA1/HSPD1/F3/ASPH,17,17/276,3.608703654324574
BP,GO:0043524,negative regulation of neuron apoptotic process,145/18723,0.0003052339324671,0.0356921502587734,0.0312909204481523,HSP90AB1/APOE/RHOA/SOD1/NONO/SOD2/HSPD1/MDK/SNX6,9,9/276,3.515367188069518
BP,GO:0070997,neuron death,361/18723,0.0003209473990336,0.0356921502587734,0.0312909204481523,SERPINF1/HSP90AB1/ARL6IP5/APOE/RHOA/RACK1/HSPA5/NENF/SOD1/NONO/SOD2/HSPD1/MDK/SNX6/EIF4G1,15,15/276,3.4935661394996664
BP,GO:0019430,removal of superoxide radicals,23/18723,0.0003280151660771,0.0356921502587734,0.0312909204481523,FBLN5/SOD3/SOD1/SOD2,4,4/276,3.484106075826958
BP,GO:0042026,protein refolding,23/18723,0.0003280151660771,0.0356921502587734,0.0312909204481523,HSPA5/HSPD1/ST13/HSPA8,4,4/276,3.484106075826958
BP,GO:0045766,positive regulation of angiogenesis,181/18723,0.0003647890003072,0.0373586852667651,0.0327519535879618,HMGB1/HSPB1/C3/CTSH/MYDGF/PKM/RRAS/SMOC2/F3/MDK,10,10/276,3.4379582656778003
BP,GO:1904018,positive regulation of vasculature development,181/18723,0.0003647890003072,0.0373586852667651,0.0327519535879618,HMGB1/HSPB1/C3/CTSH/MYDGF/PKM/RRAS/SMOC2/F3/MDK,10,10/276,3.4379582656778003
BP,GO:0010632,regulation of epithelial cell migration,292/18723,0.0004178141387541,0.0398752916484852,0.0349582350677491,SERPINF1/HMGB1/GLUL/HSPB1/CTSH/APOE/RHOA/RRAS/SMOC2/FGF7/PFN1/EFNA1/CAPN7,13,13/276,3.3790168676611416
BP,GO:0061077,chaperone-mediated protein folding,67/18723,0.0004566262155989,0.0398752916484852,0.0349582350677491,HSPB1/FKBP5/HSPA5/CRTAP/ST13/HSPA8,6,6/276,3.3404391586295934
BP,GO:0010810,regulation of cell-substrate adhesion,221/18723,0.0004572839327812,0.0398752916484852,0.0349582350677491,ACTG1/CCDC80/RHOA/RRAS/SFRP1/FBLN2/THY1/MDK/ARPC2/APOD/EGFLAM,11,11/276,3.3398140578081468
BP,GO:0071450,cellular response to oxygen radical,25/18723,0.0004578582543476,0.0398752916484852,0.0349582350677491,FBLN5/SOD3/SOD1/SOD2,4,4/276,3.3392689518707765
BP,GO:0071451,cellular response to superoxide,25/18723,0.0004578582543476,0.0398752916484852,0.0349582350677491,FBLN5/SOD3/SOD1/SOD2,4,4/276,3.3392689518707765
BP,GO:0010269,response to selenium ion,11/18723,0.0004789645666307,0.0398752916484852,0.0349582350677491,SELENOW/SELENOM/SOD2,3,3/276,3.319696614113542
BP,GO:0034975,protein folding in endoplasmic reticulum,11/18723,0.0004789645666307,0.0398752916484852,0.0349582350677491,HSP90B1/PDIA3/HSPA5,3,3/276,3.319696614113542
BP,GO:0010811,positive regulation of cell-substrate adhesion,123/18723,0.0004809770962769,0.0398752916484852,0.0349582350677491,CCDC80/RRAS/SFRP1/FBLN2/THY1/MDK/ARPC2/EGFLAM,8,8/276,3.317875603870215
BP,GO:0048511,rhythmic process,298/18723,0.0005062428156123,0.0400754785194221,0.0351337367230944,SERPINF1/THRAP3/ASS1/DDX5/NCOR1/RACK1/HSPA5/HEBP1/NONO/MDK/PSPC1/SIN3A/PDGFRA,13,13/276,3.295641127060384
BP,GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress,45/18723,0.0005064104120777,0.0400754785194221,0.0351337367230944,HSPB1/ARL6IP5/SOD1/NONO/SOD2,5,5/276,3.295497373564549
BP,GO:0018126,protein hydroxylation,27/18723,0.000620672448735,0.0448875081171025,0.0393523908037115,PRDX4/P4HA1/CRTAP/ASPH,4,4/276,3.2071375322494067
BP,GO:0150116,regulation of cell-substrate junction organization,71/18723,0.0006239596102682,0.0448875081171025,0.0393523908037115,ACTG1/RHOA/SFRP1/THY1/APOD/LAMTOR2,6,6/276,3.2048435218646296
BP,GO:0002424,T cell mediated immune response to tumor cell,12/18723,0.0006316737213492,0.0448875081171025,0.0393523908037115,HMGB1/HLA-A/HSPD1,3,3/276,3.199507190084299
BP,GO:0098974,postsynaptic actin cytoskeleton organization,12/18723,0.0006316737213492,0.0448875081171025,0.0393523908037115,ACTG1/ACTB/ARF1,3,3/276,3.199507190084299
BP,GO:1905214,regulation of RNA binding,12/18723,0.0006316737213492,0.0448875081171025,0.0393523908037115,NCBP1/NUCKS1/EIF4G1,3,3/276,3.199507190084299
BP,GO:0051348,negative regulation of transferase activity,268/18723,0.0006575397151103,0.0457910657602879,0.0401445299751609,HSPB1/APOE/EIF4A2/NPM1/CAV1/SPRY1/RACK1/SFRP1/THY1/PHPT1/SNX6/STK38,12,12/276,3.182078010849834
BP,GO:0031667,response to nutrient levels,474/18723,0.0007070244274208,0.047026018135582,0.0412271993086816,GLUL/MAP1LC3B/ASS1/APOE/RARRES2/HNRNPA1/WDR45/SFRP1/HSPA5/EIF2A/NENF/SOD1/SOD2/KRT18/HSPA8/EIF4G1/NUCB2,17,17/276,3.1505655812373363
BP,GO:0010952,positive regulation of peptidase activity,197/18723,0.0007078841406751,0.047026018135582,0.0412271993086816,HMGB1/ARL6IP5/CTSH/RHOA/CAV1/RACK1/EFNA1/HSPD1/F3/ASPH,10,10/276,3.1500378174273935
BP,GO:0000303,response to superoxide,28/18723,0.0007157894776524,0.047026018135582,0.0412271993086816,FBLN5/SOD3/SOD1/SOD2,4,4/276,3.145214690174972
BP,GO:0044794,positive regulation by host of viral process,13/18723,0.0008122510113732,0.0493906988478375,0.043300289204247,APOE/NUCKS1/HSPA8,3,3/276,3.0903097392214818
BP,GO:2001198,regulation of dendritic cell differentiation,13/18723,0.0008122510113732,0.0493906988478375,0.043300289204247,HMGB1/TMEM176A/TMEM176B,3,3/276,3.0903097392214818
BP,GO:0000305,response to oxygen radical,29/18723,0.0008207705927417,0.0493906988478375,0.043300289204247,FBLN5/SOD3/SOD1/SOD2,4,4/276,3.085778212221047
BP,GO:1902175,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,29/18723,0.0008207705927417,0.0493906988478375,0.043300289204247,HSPB1/SOD1/NONO/SOD2,4,4/276,3.085778212221047
BP,GO:0061041,regulation of wound healing,134/18723,0.0008471961798082,0.0493906988478375,0.043300289204247,SERPING1/HMGB1/ACTG1/APOE/CAV1/SMOC2/F3/PDGFRA,8,8/276,3.0720160112244135
BP,GO:0016049,cell growth,482/18723,0.0008503109467409,0.0493906988478375,0.043300289204247,IGFBP5/HSP90AB1/MEG3/APOE/RHOA/NPM1/NCBP1/FBLN5/RACK1/SFRP1/NDN/PI16/EI24/SIN3A/EIF4G1/LAMTOR2/FHL1,17,17/276,3.0704222298631585
BP,GO:1903034,regulation of response to wounding,167/18723,0.0008510746498765,0.0493906988478375,0.043300289204247,SERPING1/HMGB1/ACTG1/APOE/CAV1/SMOC2/F3/MDK/PDGFRA,9,9/276,3.070032345194406
CC,GO:0034774,secretory granule lumen,322/19550,1.3061711790866599e-11,2.5922447131944e-09,2.10095445003153e-09,HSP90AB1/CYB5R3/SERPING1/HMGB1/TIMP1/FTL/C3/CTSH/PRDX4/CFD/A2M/RARRES2/CRISPLD2/PGAM1/EEF1A1/PTGES2/PKM/CSTB/C6orf120/GDI2/ACTR10/TUBB/HSPA8/NIT2/AGA,25,25/287,10.883999903259168
CC,GO:0060205,cytoplasmic vesicle lumen,325/19550,1.5979630962054698e-11,2.5922447131944e-09,2.10095445003153e-09,HSP90AB1/CYB5R3/SERPING1/HMGB1/TIMP1/FTL/C3/CTSH/PRDX4/CFD/A2M/RARRES2/CRISPLD2/PGAM1/EEF1A1/PTGES2/PKM/CSTB/C6orf120/GDI2/ACTR10/TUBB/HSPA8/NIT2/AGA,25,25/287,10.796433254621146
CC,GO:0031983,vesicle lumen,327/19550,1.8255244459115495e-11,2.5922447131944e-09,2.10095445003153e-09,HSP90AB1/CYB5R3/SERPING1/HMGB1/TIMP1/FTL/C3/CTSH/PRDX4/CFD/A2M/RARRES2/CRISPLD2/PGAM1/EEF1A1/PTGES2/PKM/CSTB/C6orf120/GDI2/ACTR10/TUBB/HSPA8/NIT2/AGA,25,25/287,10.73861234696328
CC,GO:0005925,focal adhesion,418/19550,6.56351159324862e-10,6.63591434617954e-08,5.37825526450924e-08,CD99/PABPC1/FHL2/HSPB1/ACTG1/HSP90B1/ACTB/RHOA/NPM1/CAV1/TPM4/PDIA3/HACD3/RRAS/GDI2/HSPA5/CNN3/PFN1/THY1/AIF1L/ARPC2/GNB2/HSPA8/LIMA1/ARF1/FHL1,26,26/287,9.182863743318023
CC,GO:0030055,cell-substrate junction,425/19550,9.3463582340557e-10,6.63591434617954e-08,5.37825526450924e-08,CD99/PABPC1/FHL2/HSPB1/ACTG1/HSP90B1/ACTB/RHOA/NPM1/CAV1/TPM4/PDIA3/HACD3/RRAS/GDI2/HSPA5/CNN3/PFN1/THY1/AIF1L/ARPC2/GNB2/HSPA8/LIMA1/ARF1/FHL1,26,26/287,9.029357577036079
CC,GO:0062023,collagen-containing extracellular matrix,425/19550,9.3463582340557e-10,6.63591434617954e-08,5.37825526450924e-08,SERPINF1/SERPING1/TIMP1/HSP90B1/CTSH/A2M/APOE/RARRES2/CCDC80/PKM/SRPX/CSTB/FBLN5/SOD3/SFRP1/SMOC2/AEBP1/FBLN2/LMAN1/F3/MDK/DPT/MFGE8/ABI3BP/LGALS3/EGFLAM,26,26/287,9.029357577036079
CC,GO:1904813,ficolin-1-rich granule lumen,124/19550,3.59576873249649e-08,2.1882821143e-06,1.7735520966e-06,CST3/HSP90AB1/HMGB1/CTSH/PRDX4/CFD/CRISPLD2/PGAM1/EEF1A1/PKM/CSTB/ACTR10/HSPA8,13,13/287,7.444208248371086
CC,GO:0101002,ficolin-1-rich granule,185/19550,1.02385062628654e-07,5.4520045849e-06,4.4187237555e-06,CST3/HSP90AB1/HMGB1/CTSH/PRDX4/CFD/CRISPLD2/PGAM1/EEF1A1/RHOA/PKM/CSTB/ACTR10/HSPA8/LGALS3,15,15/287,6.989763399719074
CC,GO:0005788,endoplasmic reticulum lumen,313/19550,4.1613793741e-06,0.0001969719570426,0.0001596412204348,CST3/IGFBP5/SERPING1/LRPAP1/TIMP1/HSP90B1/C3/MYDGF/APOE/PDIA3/CHRDL1/P4HA1/HSPA5/CRTAP/SELENOM/FSTL1/MFGE8,17,17/287,5.380762689742317
CC,GO:0035578,azurophil granule lumen,91/19550,7.6452843736e-06,0.0003256891143174,0.0002639635025849,CYB5R3/FTL/C3/PTGES2/C6orf120/GDI2/ACTR10/TUBB/AGA,9,9/287,5.1166063559562565
CC,GO:0072562,blood microparticle,146/19550,1.06833448545e-05,0.0004137368098229,0.0003353241255792,C1R/SERPING1/ACTG1/C3/ACTB/C1S/A2M/APOE/EIF2A/PFN1/HSPA8,11,11/287,4.97129275251134
CC,GO:0140534,endoplasmic reticulum protein-containing complex,125/19550,1.59651109316e-05,0.000566761438074,0.0004593470513671,HSP90B1/SPTSSA/HLA-A/PDIA3/TAPBP/P4HA1/HSPA5/GPAA1/HM13/SSR4,10,10/287,4.796828059472524
CC,GO:0005766,primary lysosome,155/19550,1.87894168444e-05,0.0005717351125539,0.0004633780996236,CYB5R3/CD63/FTL/C3/PTGES2/C6orf120/GDI2/ACTR10/SYNGR1/TUBB/AGA,11,11/287,4.7260866986216294
CC,GO:0042582,azurophil granule,155/19550,1.87894168444e-05,0.0005717351125539,0.0004633780996236,CYB5R3/CD63/FTL/C3/PTGES2/C6orf120/GDI2/ACTR10/SYNGR1/TUBB/AGA,11,11/287,4.7260866986216294
CC,GO:0005793,endoplasmic reticulum-Golgi intermediate compartment,132/19550,2.56719466704e-05,0.0007290832854405,0.0005909051584494,HMGB1/LRPAP1/MYDGF/GOLGB1/TAPBP/ERGIC3/HSPA5/LMAN1/NUCB2/KDELR1,10,10/287,4.590541198092946
CC,GO:0042470,melanosome,109/19550,3.30466024564e-05,0.0008281089792028,0.0006711631954003,SERPINF1/HSP90AB1/CD63/HSP90B1/PDIA3/HSPA5/SYNGR1/HSPA8/RAB5B,9,9/287,4.480873183993326
CC,GO:0048770,pigment granule,109/19550,3.30466024564e-05,0.0008281089792028,0.0006711631954003,SERPINF1/HSP90AB1/CD63/HSP90B1/PDIA3/HSPA5/SYNGR1/HSPA8/RAB5B,9,9/287,4.480873183993326
CC,GO:0005775,vacuolar lumen,174/19550,5.46176926799e-05,0.0012926187267595,0.0010476376139785,CYB5R3/FTL/C3/PTGES2/C6orf120/GDI2/ACTR10/TUBB/HSPA8/CHID1/AGA,11,11/287,4.262666650544748
CC,GO:0030135,coated vesicle,299/19550,0.0005053136270987,0.011329663428635,0.0091824304536503,SPG21/APOE/HLA-A/SEC31A/ERGIC3/LMAN1/HSPD1/KDELR2/SEC13/HSPA8/ARF1/SNX3/KDELR1,13,13/287,3.296438989721458
CC,GO:1905368,peptidase complex,99/19550,0.0006431251431678,0.0136985655494756,0.0111023708925822,PSMA7/HSPB1/TXNL1/TAF12/GPAA1/F3/PSMB5,7,7/287,3.1917045112140303
CC,GO:0101031,chaperone complex,29/19550,0.0008088004744179,0.0164070953381927,0.0132975717097287,HSP90AB1/CCT3/HSPA8/STIP1,4,4/287,3.0921586026729706
CC,GO:0016607,nuclear speck,412/19550,0.001199237371238,0.0232215963703361,0.0188205673572282,THRAP3/SRSF11/RBM39/NPM1/BNIP3L/SNRPA1/NONO/POLR2D/APEX1/THOC1/PSPC1/MSL1/WBP4/SON/NXF1,15,15/287,2.9210948462458703
CC,GO:0005791,rough endoplasmic reticulum,82/19550,0.0013075602974529,0.0242182907267367,0.0196283651059294,GLUL/LRPAP1/PKM/HM13/HSPD1/SSR4,6,6/287,2.8835382747381173
CC,GO:0098576,lumenal side of membrane,36/19550,0.0018507856913716,0.0328514460218474,0.0266253380162242,HLA-A/TAPBP/HM13/HSPA8,4,4/287,2.7326438667377224
CC,GO:0005681,spliceosomal complex,191/19550,0.0021079171613663,0.0359189084296832,0.0291114454285547,PABPC1/DDX5/HNRNPA1/SF3B5/SNRPA1/HSPA8/WBP4/LGALS3/SNRPD2,9,9/287,2.6761464603799885
CC,GO:0030016,myofibril,231/19550,0.0022708312895933,0.0372066972833368,0.030155168541968,CALD1/FHL2/HSPB1/CAPZB/ACTG1/TPM4/TPM2/LMAN1/LMOD1/ARF1,10,10/287,2.643815130298267
CC,GO:0030176,integral component of endoplasmic reticulum membrane,162/19550,0.0027592403820505,0.0426414799272916,0.0345599343122106,HLA-A/PDIA3/TAPBP/HACD3/ERGIC3/HSPA5/GPAA1/HM13,8,8/287,2.559210462605088
CC,GO:1905369,endopeptidase complex,66/19550,0.0028348959083876,0.0426414799272916,0.0345599343122106,PSMA7/HSPB1/TXNL1/GPAA1/PSMB5,5,5/287,2.5474628828884684
CC,GO:0043292,contractile fiber,239/19550,0.0029028237509189,0.0426414799272916,0.0345599343122106,CALD1/FHL2/HSPB1/CAPZB/ACTG1/TPM4/TPM2/LMAN1/LMOD1/ARF1,10,10/287,2.537179332176268
MF,GO:0051082,unfolded protein binding,122/18368,4.39839707951181e-07,0.0002291564878425,0.0002027892548238,HSP90AB1/NACA/HSP90B1/NPM1/TAPBP/HSPA5/CCT3/LMAN1/HSPD1/ST13/HSPA8/VBP1,12,12/285,6.35670556586736
MF,GO:0031625,ubiquitin protein ligase binding,297/18368,1.73772274969e-05,0.0031777870064354,0.0028121440727724,HSP90AB1/ACTG1/MAP1LC3B/NFKBIA/UBA52/SUMO2/TPI1/HSPA5/TUBB/UBE2A/HM13/HSPD1/TXNIP/HSPA8/CUL2/RBX1,16,16/285,4.760019513206502
MF,GO:0045296,cadherin binding,332/18368,1.82981977337e-05,0.0031777870064354,0.0028121440727724,HSP90AB1/CALD1/CAPZB/RSL1D1/PKM/CTNNAL1/RACK1/HDLBP/HSPA5/CNN3/EIF2A/PFN1/KRT18/HSPA8/LIMA1/STK38/ZC3H15,17,17/285,4.737591683649579
MF,GO:0044389,ubiquitin-like protein ligase binding,316/18368,3.69424451661e-05,0.0048117534828962,0.0042581028902082,HSP90AB1/ACTG1/MAP1LC3B/NFKBIA/UBA52/SUMO2/TPI1/HSPA5/TUBB/UBE2A/HM13/HSPD1/TXNIP/HSPA8/CUL2/RBX1,16,16/285,4.432474362631559
MF,GO:0016209,antioxidant activity,86/18368,5.67051330054e-05,0.0059086748591667,0.0052288101592383,GPX3/SELENOW/PRDX4/APOE/MGST3/SOD3/SOD1/SOD2,8,8/285,4.246377626556451
MF,GO:0061134,peptidase regulator activity,230/18368,0.000263255437111,0.0182720434486815,0.0161696232559299,SERPINF1/CST3/SERPING1/TIMP1/C3/CTSH/A2M/CAV1/CSTB/RACK1/DPEP1/PI16,12,12/285,3.5796226504067867
MF,GO:0008201,heparin binding,166/18368,0.0002739043344264,0.0182720434486815,0.0161696232559299,LRPAP1/APOE/CRISPLD2/CCDC80/SOD3/SFRP1/SMOC2/FGF7/FSTL1/MDK,10,10/285,3.5624010951554093
MF,GO:0090079,"translation regulator activity, nucleic acid binding",108/18368,0.000280568805354,0.0182720434486815,0.0161696232559299,PABPC1/EEF1A1/EIF4A2/EIF3I/EIF2A/EIF1/EIF4G1/EEF1B2,8,8/285,3.551960617041564
MF,GO:0008135,"translation factor activity, RNA binding",84/18368,0.0003287248517038,0.0190295164153008,0.0168399397714956,EEF1A1/EIF4A2/EIF3I/EIF2A/EIF1/EIF4G1/EEF1B2,7,7/285,3.4831674618756607
MF,GO:0044183,protein folding chaperone,40/18368,0.0003662572585297,0.0190820031694008,0.016886387288004,HSP90AB1/HSPB1/HSPA5/CCT3/HSPA8,5,5/285,3.436213759653101
MF,GO:1901681,sulfur compound binding,265/18368,0.0009293895841594,0.0420581646482453,0.0372188627455934,LRPAP1/APOE/CRISPLD2/CCDC80/TKT/PTGES2/SOD3/SFRP1/SMOC2/FGF7/FSTL1/MDK,12,12/285,3.0318021990482897
MF,GO:0005539,glycosaminoglycan binding,230/18368,0.0009687101262551,0.0420581646482453,0.0372188627455934,LRPAP1/APOE/CRISPLD2/CCDC80/SOD3/SFRP1/SMOC2/FGF7/FSTL1/MDK/EGFLAM,11,11/285,3.013806160412111
MF,GO:0003743,translation initiation factor activity,51/18368,0.0011381465675291,0.0456134124371296,0.040365036160143,EIF4A2/EIF3I/EIF2A/EIF1/EIF4G1,5,5/285,2.9438018070355216
